1,Metro Manila,1
28,Zamboanga Sibugay,2
27,Zamboanga Del Sur,2
26,Zamboanga Del Norte,2
25,Tawi-Tawi,2
24,Surigao Del Sur,2
23,Surigao Del Norte,2
22,Sulu,2
21,Sultan Kudarat,2
20,South Cotabato,2
19,Sarangani,2
18,North Cotabato,2
17,Misamis Oriental,2
16,Misamis Occidental,2
15,Maguindanao,2
14,Lanao Del Sur,2
13,Lanao Del Norte,2
12,Dinagat Islands,2
11,Davao Oriental,2
10,Davao Del Sur,2
9,Davao Del Norte,2
8,Cotabato,2
7,Compostela Valley,2
6,Camiguin,2
5,Bukidnon,2
4,Basilan,2
3,Agusan Del Sur,2
2,Agusan Del Norte,2
50,Zambales,3
49,Tarlac,3
48,Quirino,3
47,Pangasinan,3
46,Pampanga,3
45,Nueva Vizcaya,3
44,Nueva Ecija,3
43,Mountain Province,3
42,La Union,3
41,Kalinga,3
40,Isabela,3
39,Ilocos Sur,3
38,Ilocos Norte,3
37,Ifugao,3
36,Cagayan,3
35,Bulacan,3
34,Benguet,3
33,Batanes,3
32,Bataan,3
31,Aurora,3
30,Apayao,3
29,Abra,3
66,Sorsogon,4
65,Romblon,4
64,Rizal,4
63,Quezon,4
62,Palawan,4
61,Oriental Mindoro,4
60,Occidental Mindoro,4
59,Masbate,4
58,Marinduque,4
57,Laguna,4
56,Cavite,4
55,Catanduanes,4
54,Camarines Sur,4
53,Camarines Norte,4
52,Batangas,4
51,Albay,4
82,Western Samar,5
81,Southern Leyte,5
80,Siquijor,5
79,Northern Samar,5
78,Negros Oriental,5
77,Negros Occidental,5
76,Leyte,5
75,Iloilo,5
74,Guimaras,5
73,Eastern Samar,5
72,Cebu,5
71,Capiz,5
70,Bohol,5
69,Biliran,5
68,Antique,5
67,Aklan,5
